Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
2406|24/12/2021|1.0|2.0|3.0|5.0|6.0|8.0|10.0|12.0|15.0|17.0|20.0|21.0|23.0|24.0|25.0|R$14.594.650,00|3.0|ARAPIRACAALAMPAROSPBOITUVASP|441.0|13049.0|124664.0|571694.0|R$274.207,82|R$558,74|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$34.045.872,45
2407|27/12/2021|1.0|2.0|3.0|4.0|6.0|8.0|9.0|11.0|12.0|17.0|18.0|19.0|20.0|23.0|24.0|R$18.962.555,00|1.0|VARJAOGO|194.0|8030.0|108033.0|623887.0|R$1.657.772,62|R$1.791,74|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$34.446.946,48
2408|28/12/2021|1.0|3.0|4.0|6.0|8.0|9.0|10.0|11.0|12.0|13.0|16.0|19.0|21.0|22.0|23.0|R$17.217.650,00|4.0|CANAL ELETRONICO--IBIRAPITANGABARIO DE JANEIRORJ|240.0|8127.0|105829.0|558875.0|R$369.769,22|R$1.846,00|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$34.804.787,68
2409|29/12/2021|1.0|2.0|5.0|6.0|7.0|8.0|9.0|10.0|12.0|16.0|19.0|20.0|21.0|22.0|25.0|R$18.699.027,50|3.0|CANAL ELETRONICO--VESPASIANOMGSAO PAULOSP|222.0|8644.0|103511.0|596588.0|R$560.131,74|R$1.587,12|R$25,00|R$10,00|R$5,00|R$1.983.639,75|R$4.000.000,00|R$35.211.334,92
2410|30/12/2021|1.0|2.0|3.0|4.0|7.0|9.0|10.0|13.0|14.0|16.0|17.0|19.0|20.0|22.0|23.0|R$26.374.075,00|3.0|BRASILIADFAMERICANASPSANTO ANDRESP|468.0|15693.0|180698.0|938136.0|R$1.424.466,90|R$1.261,99|R$25,00|R$10,00|R$5,00|R$0,00|R$1.200.000,00|R$35.688.368,46
2411|31/12/2021|1.0|2.0|3.0|4.0|5.0|7.0|8.0|9.0|10.0|12.0|13.0|14.0|17.0|19.0|24.0|R$15.070.860,00|7.0|CANAL ELETRONICO--MARACASBAFERROSMGORLEANSSCLARANJAL PAULISTASPSAO PAULOSP|422.0|11845.0|146978.0|597879.0|R$110.230,91|R$547,69|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$35.875.049,84
2412|03/01/2022|1.0|4.0|6.0|7.0|8.0|9.0|11.0|13.0|14.0|15.0|17.0|18.0|19.0|21.0|24.0|R$19.016.535,00|3.0|CANAL ELETRONICO--BRASILIADFBELO HORIZONTEMG|301.0|9466.0|111929.0|615719.0|R$551.054,56|R$1.645,14|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$36.275.008,80
2413|04/01/2022|1.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|12.0|15.0|16.0|18.0|20.0|21.0|25.0|R$17.623.330,00|2.0|CUIABAMTGABRIEL MONTEIROSP|239.0|9664.0|111275.0|597439.0|R$715.702,58|R$1.793,98|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$36.621.316,51
2414|05/01/2022|3.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0|11.0|13.0|16.0|17.0|19.0|21.0|24.0|R$19.937.050,00|4.0|SALVADORBAIRATIPROSORIORSSAO PAULOSP|230.0|9122.0|123064.0|706023.0|R$396.448,82|R$1.445,68|R$25,00|R$10,00|R$5,00|R$877.738,78|R$1.500.000,00|R$37.004.976,66
2415|06/01/2022|2.0|6.0|7.0|9.0|10.0|11.0|12.0|13.0|14.0|19.0|20.0|21.0|22.0|23.0|25.0|R$19.017.667,50|0.0||177.0|8465.0|117741.0|670742.0|R$0,00|R$1.800,16|R$25,00|R$10,00|R$5,00|R$1.519.613,62|R$4.000.000,00|R$37.372.625,13
2416|07/01/2022|4.0|5.0|6.0|7.0|11.0|13.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|22.0|25.0|R$32.415.510,00|1.0|PIRACICABASP|416.0|13870.0|177568.0|1035896.0|R$4.449.206,30|R$1.476,61|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$38.081.397,57
2417|08/01/2022|1.0|4.0|6.0|7.0|8.0|9.0|10.0|11.0|14.0|15.0|17.0|18.0|22.0|23.0|25.0|R$17.388.342,50|1.0|CANAL ELETRONICO--|181.0|8726.0|91832.0|543215.0|R$1.599.420,84|R$1.852,83|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$38.468.354,23
2418|10/01/2022|3.0|4.0|7.0|8.0|11.0|12.0|13.0|14.0|16.0|17.0|18.0|19.0|20.0|23.0|24.0|R$20.267.040,00|4.0|FORTALEZACEDIVINOPOLISMGRECIFEPEGUARUJASP|298.0|9798.0|132110.0|706493.0|R$400.066,29|R$1.608,53|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$38.855.515,16
2419|11/01/2022|2.0|3.0|5.0|6.0|10.0|11.0|12.0|13.0|15.0|18.0|19.0|21.0|22.0|23.0|24.0|R$18.191.365,00|0.0||271.0|9977.0|120769.0|658921.0|R$0,00|R$1.503,50|R$25,00|R$10,00|R$5,00|R$3.691.086,36|R$7.000.000,00|R$39.184.610,02
2420|12/01/2022|1.0|3.0|5.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|18.0|21.0|22.0|24.0|25.0|R$38.952.572,50|2.0|SANTO ANDRESPSAO PAULOSP|653.0|21173.0|280672.0|1462963.0|R$3.416.783,38|R$1.241,28|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$39.839.293,44
2421|13/01/2022|3.0|4.0|5.0|6.0|7.0|10.0|13.0|14.0|16.0|17.0|19.0|20.0|21.0|22.0|24.0|R$17.929.167,50|3.0|CANAL ELETRONICO--COLATINAESRIBEIRAO PRETOSP|272.0|9747.0|115870.0|604013.0|R$484.612,23|R$1.601,03|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$40.191.028,13
2422|14/01/2022|1.0|2.0|3.0|4.0|5.0|7.0|8.0|10.0|11.0|12.0|14.0|17.0|18.0|22.0|25.0|R$20.945.720,00|1.0|BRASILIADF|371.0|12885.0|151549.0|793818.0|R$1.420.596,85|R$1.146,96|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$40.534.720,92
2423|15/01/2022|3.0|4.0|5.0|7.0|8.0|9.0|10.0|11.0|15.0|16.0|17.0|18.0|19.0|20.0|24.0|R$17.293.120,00|1.0|WANDERLANDIATO|201.0|7170.0|98611.0|582562.0|R$1.483.584,53|R$1.547,63|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$40.893.652,67
2424|17/01/2022|1.0|3.0|4.0|5.0|6.0|9.0|10.0|11.0|14.0|15.0|16.0|20.0|22.0|23.0|25.0|R$19.494.865,00|1.0|PAULA FREITASPR|363.0|11783.0|136962.0|696227.0|R$1.434.671,19|R$1.183,85|R$25,00|R$10,00|R$5,00|R$934.304,71|R$1.500.000,00|R$41.240.750,55
2425|18/01/2022|1.0|3.0|4.0|5.0|6.0|10.0|11.0|13.0|15.0|19.0|20.0|21.0|22.0|24.0|25.0|R$17.520.230,00|1.0|CANAL ELETRONICO--|361.0|15094.0|156805.0|721372.0|R$886.557,71|R$735,61|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$41.455.240,32
2426|19/01/2022|1.0|2.0|3.0|6.0|7.0|8.0|9.0|11.0|13.0|19.0|20.0|21.0|22.0|23.0|24.0|R$18.732.467,50|2.0|BOM JESUSPIICARASC|194.0|7719.0|107989.0|620066.0|R$813.170,54|R$1.757,77|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$41.848.709,95
2427|20/01/2022|1.0|3.0|6.0|8.0|11.0|15.0|16.0|17.0|18.0|19.0|20.0|21.0|22.0|23.0|24.0|R$16.296.160,00|1.0|SAO PAULOSP|154.0|5781.0|79475.0|514778.0|R$1.541.229,64|R$2.098,45|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$42.221.588,10
2428|21/01/2022|2.0|5.0|6.0|7.0|9.0|10.0|11.0|12.0|15.0|16.0|17.0|18.0|20.0|24.0|25.0|R$19.352.725,00|0.0||203.0|8805.0|116683.0|658965.0|R$0,00|R$1.662,04|R$25,00|R$10,00|R$5,00|R$1.609.109,81|R$4.200.000,00|R$42.610.888,87
2429|22/01/2022|1.0|4.0|5.0|6.0|8.0|9.0|10.0|11.0|12.0|14.0|15.0|19.0|20.0|21.0|24.0|R$24.906.127,50|2.0|ITAPECURU MIRIMMASAO PAULOSP|491.0|19301.0|164291.0|874675.0|R$1.737.220,09|R$1.137,96|R$25,00|R$10,00|R$5,00|R$2.148.589,95|R$4.000.000,00|R$43.062.178,49
2430|24/01/2022|1.0|4.0|5.0|7.0|8.0|10.0|11.0|12.0|14.0|17.0|18.0|19.0|20.0|21.0|23.0|R$31.134.155,00|7.0|MACEIOALMACAPAAPSALVADORBABARBACENAMGMONTES CLAROSMGFOZ DO IGUACUPRRIO DE JANEIRORJ|730.0|20051.0|221002.0|1099704.0|R$687.593,99|R$941,49|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$43.617.296,83
2431|25/01/2022|4.0|6.0|7.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|17.0|18.0|19.0|22.0|25.0|R$16.303.720,00|0.0||177.0|7225.0|103900.0|566618.0|R$0,00|R$1.550,06|R$25,00|R$10,00|R$5,00|R$1.308.487,27|R$3.500.000,00|R$43.933.866,33
2432|26/01/2022|3.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|13.0|14.0|15.0|19.0|20.0|21.0|25.0|R$26.741.270,00|1.0|VITORIAES|324.0|12565.0|170069.0|1001143.0|R$3.292.653,04|R$1.834,36|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$44.413.906,44
2433|27/01/2022|1.0|3.0|4.0|5.0|6.0|9.0|10.0|11.0|12.0|13.0|15.0|18.0|20.0|21.0|24.0|R$16.508.080,00|4.0|GOIANIAGOARACATUBASPSAO BERNARDO DO CAMPOSPSAO PAULOSP|348.0|12232.0|141301.0|676189.0|R$223.130,00|R$768,23|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$44.629.838,71
2434|28/01/2022|1.0|4.0|7.0|11.0|13.0|14.0|16.0|17.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$19.112.567,50|1.0|PIRAQUARAPR|561.0|9350.0|130426.0|644428.0|R$1.529.914,24|R$816,87|R$25,00|R$10,00|R$5,00|R$921.788,26|R$1.500.000,00|R$44.999.979,26
2435|29/01/2022|2.0|4.0|5.0|6.0|7.0|10.0|11.0|12.0|13.0|15.0|16.0|19.0|20.0|21.0|22.0|R$16.790.017,50|4.0|SALVADORBAFUNDAOESSANTO ANGELORSPROMISSAOSP|313.0|10316.0|110965.0|582552.0|R$325.300,64|R$1.245,24|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$45.314.786,35
2436|31/01/2022|2.0|3.0|4.0|6.0|8.0|9.0|12.0|14.0|15.0|16.0|17.0|19.0|20.0|21.0|23.0|R$18.929.690,00|1.0|RIO DE JANEIRORJ|348.0|10582.0|115383.0|588961.0|R$1.667.790,65|R$1.435,54|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$45.718.284,10
2437|01/02/2022|1.0|2.0|7.0|8.0|9.0|10.0|11.0|13.0|14.0|15.0|17.0|18.0|20.0|21.0|25.0|R$17.452.502,50|1.0|JACAREISP|333.0|9455.0|117528.0|640872.0|R$1.280.145,86|R$1.151,51|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$46.027.996,82
2438|02/02/2022|1.0|4.0|5.0|6.0|8.0|11.0|12.0|13.0|14.0|16.0|18.0|19.0|22.0|23.0|24.0|R$18.634.510,00|2.0|CAMACARIBANATALRN|327.0|10900.0|119339.0|618764.0|R$763.481,97|R$1.398,73|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$46.397.423,59
2439|03/02/2022|2.0|5.0|7.0|8.0|9.0|10.0|11.0|13.0|15.0|16.0|17.0|20.0|21.0|23.0|25.0|R$17.775.740,00|5.0|GOVERNADOR VALADARESMGANANINDEUAPAMARABAPACURITIBAPRBOMBINHASSC|747.0|18693.0|167412.0|713307.0|R$173.409,32|R$347,67|R$25,00|R$10,00|R$5,00|R$1.993.263,99|R$4.000.000,00|R$46.607.192,95
2440|04/02/2022|3.0|4.0|5.0|6.0|8.0|9.0|11.0|14.0|16.0|18.0|20.0|21.0|22.0|24.0|25.0|R$33.849.197,50|4.0|CANAL ELETRONICO--FORTALEZACEGOIANIAGOSAO CAETANO DO SULSP|546.0|19303.0|219445.0|1168714.0|R$1.273.598,04|R$1.465,00|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$47.253.261,33
2441|05/02/2022|1.0|3.0|7.0|8.0|9.0|10.0|11.0|13.0|15.0|18.0|20.0|21.0|22.0|24.0|25.0|R$17.756.727,50|3.0|CANAL ELETRONICO--RIBEIRAO CLAROPR|429.0|15124.0|157762.0|729639.0|R$302.877,95|R$634,43|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$47.473.092,12
2442|07/02/2022|1.0|6.0|7.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|18.0|19.0|21.0|22.0|25.0|R$20.460.990,00|2.0|LAGO DA PEDRAMAPRAIA GRANDESP|155.0|6988.0|99228.0|625754.0|R$992.577,35|R$2.685,44|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$47.953.371,49
2443|08/02/2022|2.0|3.0|5.0|6.0|7.0|9.0|10.0|14.0|15.0|16.0|17.0|20.0|21.0|22.0|23.0|R$17.969.797,50|3.0|NOVA OLIMPIAMTSAO JOSE DOS CAMPOSSPSAO PAULOSP|302.0|9487.0|104590.0|590583.0|R$514.133,36|R$1.529,83|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$48.326.532,80
2444|09/02/2022|3.0|4.0|5.0|6.0|8.0|9.0|10.0|11.0|12.0|14.0|16.0|17.0|18.0|19.0|25.0|R$19.288.400,00|2.0|CANAL ELETRONICO--PALMASTO|266.0|9795.0|124144.0|664032.0|R$771.445,07|R$1.737,42|R$25,00|R$10,00|R$5,00|R$964.367,53|R$1.500.000,00|R$48.699.812,68
2445|10/02/2022|1.0|2.0|5.0|6.0|7.0|8.0|10.0|11.0|13.0|15.0|18.0|21.0|22.0|23.0|25.0|R$17.786.772,50|0.0||273.0|11307.0|146491.0|684107.0|R$0,00|R$1.210,68|R$25,00|R$10,00|R$5,00|R$1.103.421,51|R$3.500.000,00|R$48.966.769,51
2446|11/02/2022|4.0|6.0|8.0|11.0|12.0|13.0|15.0|17.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$30.871.492,50|2.0|CANAL ELETRONICO--MARINGAPR|477.0|15764.0|207068.0|1051686.0|R$1.779.840,05|R$1.542,44|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$49.561.025,64
2447|12/02/2022|2.0|3.0|4.0|5.0|8.0|13.0|14.0|15.0|16.0|17.0|18.0|19.0|20.0|22.0|23.0|R$17.051.295,00|1.0|SAO JOAO D'ALIANCAGO|159.0|6516.0|90222.0|551076.0|R$1.549.916,59|R$2.043,91|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$49.936.005,47
2448|14/02/2022|2.0|3.0|4.0|5.0|6.0|8.0|9.0|11.0|12.0|14.0|16.0|19.0|20.0|22.0|24.0|R$19.251.140,00|2.0|SAO JOSE DOS CAMPOSSPSAO PAULOSP|528.0|16802.0|140615.0|673039.0|R$684.412,40|R$776,54|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$50.267.172,78
2449|15/02/2022|1.0|2.0|4.0|8.0|9.0|11.0|13.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|22.0|R$17.145.062,50|0.0||192.0|7597.0|95796.0|534333.0|R$0,00|R$1.712,34|R$25,00|R$10,00|R$5,00|R$3.830.142,82|R$6.200.000,00|R$50.646.520,43
2450|16/02/2022|1.0|2.0|3.0|4.0|5.0|7.0|8.0|11.0|13.0|14.0|15.0|18.0|23.0|24.0|25.0|R$38.863.842,50|1.0|UMUARAMAPR|620.0|22043.0|274339.0|1416193.0|R$7.092.053,86|R$1.357,04|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$51.326.085,23
2451|17/02/2022|3.0|4.0|5.0|7.0|9.0|10.0|11.0|15.0|18.0|19.0|20.0|22.0|23.0|24.0|25.0|R$16.442.055,00|1.0|DRACENASP|309.0|10937.0|132916.0|666548.0|R$951.460,74|R$922,32|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$51.556.277,36
2452|18/02/2022|1.0|6.0|7.0|8.0|9.0|11.0|15.0|17.0|18.0|20.0|21.0|22.0|23.0|24.0|25.0|R$19.081.130,00|0.0||174.0|6760.0|102814.0|610347.0|R$0,00|R$2.103,88|R$25,00|R$10,00|R$5,00|R$1.745.892,96|R$4.000.000,00|R$51.978.670,83
2453|19/02/2022|4.0|5.0|7.0|8.0|10.0|12.0|13.0|16.0|17.0|19.0|21.0|22.0|23.0|24.0|25.0|R$24.200.470,00|1.0|CANAL ELETRONICO--|349.0|13111.0|161390.0|848310.0|R$3.615.425,53|R$1.604,57|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$52.430.977,11
2454|21/02/2022|1.0|2.0|4.0|6.0|8.0|9.0|10.0|12.0|15.0|16.0|20.0|21.0|23.0|24.0|25.0|R$18.179.905,00|1.0|OLINDAPE|214.0|9041.0|114865.0|585564.0|R$1.553.066,32|R$1.521,70|R$25,00|R$10,00|R$5,00|R$987.089,12|R$1.500.000,00|R$52.806.718,96
2455|22/02/2022|1.0|2.0|3.0|8.0|10.0|11.0|12.0|13.0|14.0|16.0|19.0|22.0|23.0|24.0|25.0|R$16.677.882,50|3.0|XIQUE-XIQUEBATERESINAPISAO JOSE DOS CAMPOSSP|198.0|9223.0|105426.0|573438.0|R$445.260,43|R$1.414,56|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$53.129.891,87
2456|23/02/2022|4.0|5.0|6.0|8.0|9.0|10.0|12.0|13.0|14.0|17.0|18.0|19.0|21.0|24.0|25.0|R$17.750.152,50|0.0||263.0|9764.0|117535.0|629814.0|R$0,00|R$1.545,25|R$25,00|R$10,00|R$5,00|R$1.356.758,26|R$3.800.000,00|R$53.458.139,84
2457|24/02/2022|1.0|3.0|5.0|8.0|10.0|11.0|14.0|15.0|16.0|18.0|20.0|22.0|23.0|24.0|25.0|R$24.469.865,00|5.0|CASTELOESCURVELOMGMEDIANEIRAPRPALMASTOPARAISO DO TOCANTINSTO|868.0|24539.0|231368.0|966415.0|R$518.597,67|R$426,61|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$53.757.227,77
2458|25/02/2022|1.0|2.0|3.0|4.0|6.0|8.0|10.0|11.0|12.0|16.0|18.0|21.0|22.0|24.0|25.0|R$18.889.487,50|1.0|CONTAGEMMG|258.0|11376.0|124608.0|630184.0|R$1.522.121,69|R$1.767,19|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$54.125.483,03
2459|26/02/2022|1.0|3.0|5.0|6.0|11.0|12.0|14.0|15.0|17.0|18.0|19.0|20.0|21.0|23.0|25.0|R$16.145.617,50|1.0|CANAL ELETRONICO--|223.0|8987.0|112119.0|595456.0|R$1.161.375,40|R$1.559,98|R$25,00|R$10,00|R$5,00|R$2.053.583,74|R$4.000.000,00|R$54.406.460,96
2460|02/03/2022|1.0|2.0|3.0|4.0|5.0|6.0|9.0|11.0|12.0|14.0|15.0|18.0|19.0|23.0|25.0|R$32.977.072,50|3.0|SALVADORBABOA VISTARRGUAIRASP|396.0|14997.0|203313.0|1138198.0|R$1.725.542,59|R$1.423,94|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$55.057.095,14
2461|03/03/2022|1.0|2.0|5.0|7.0|10.0|13.0|14.0|15.0|17.0|18.0|19.0|20.0|21.0|22.0|24.0|R$16.808.452,50|1.0|CANAL ELETRONICO--|246.0|8348.0|108807.0|597089.0|R$1.303.844,13|R$1.587,61|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$55.372.541,31
2462|04/03/2022|3.0|4.0|5.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|18.0|20.0|22.0|25.0|R$19.279.242,50|2.0|SAO MIGUEL DO OESTESCSAO JOAO DA BOA VISTASP|251.0|9187.0|123839.0|697011.0|R$738.761,66|R$1.763,25|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$55.730.006,64
2463|05/03/2022|5.0|7.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|20.0|21.0|23.0|25.0|R$17.138.710,00|1.0|SAO PAULOSP|410.0|13438.0|151601.0|715728.0|R$867.579,36|R$633,83|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$55.939.904,88
2464|07/03/2022|1.0|5.0|6.0|7.0|9.0|11.0|13.0|16.0|17.0|20.0|21.0|22.0|23.0|24.0|25.0|R$18.577.687,50|3.0|CANAL ELETRONICO--JOINVILLESC|253.0|8808.0|122881.0|642801.0|R$490.479,68|R$1.742,10|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$56.295.898,21
2465|08/03/2022|2.0|5.0|6.0|7.0|8.0|10.0|11.0|13.0|14.0|15.0|17.0|18.0|19.0|21.0|25.0|R$17.149.622,50|2.0|CANAL ELETRONICO--|293.0|10225.0|123253.0|640592.0|R$595.284,46|R$1.217,14|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$56.583.939,09
2466|09/03/2022|1.0|2.0|5.0|7.0|8.0|9.0|12.0|13.0|14.0|17.0|19.0|20.0|21.0|24.0|25.0|R$19.179.650,00|18.0|ITUACUBAJUAZEIROBALUIS EDUARDO MAGALHAESBAMOMBACACEBRASILIADFGUARAPARIESGRAJAUMARONDONOPOLISMTPACAJAPAJOAO PESSOAPBCURITIBAPRSANTO ANTONIO DA PLATINAPRUMUARAMAPRPORTO VELHOROFLORIANOPOLISSCJOACABASCGUARULHOSSP|603.0|13905.0|139769.0|694343.0|R$74.680,51|R$667,75|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$56.909.160,67
2467|10/03/2022|5.0|6.0|8.0|10.0|11.0|12.0|14.0|15.0|16.0|18.0|20.0|21.0|22.0|23.0|25.0|R$16.508.745,00|3.0|ITABUNABATAILANDIAPAIMBITUBASC|684.0|17442.0|161053.0|638447.0|R$277.431,02|R$364,48|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$57.110.521,91
2468|11/03/2022|3.0|4.0|7.0|8.0|9.0|12.0|13.0|17.0|18.0|19.0|20.0|21.0|22.0|23.0|24.0|R$18.968.355,00|1.0|PORTO ALEGRERS|540.0|20808.0|153008.0|705086.0|R$1.148.829,20|R$637,25|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$57.388.464,47
2469|12/03/2022|1.0|2.0|4.0|5.0|6.0|7.0|11.0|13.0|17.0|18.0|19.0|20.0|21.0|24.0|25.0|R$16.661.515,00|2.0|CANAL ELETRONICO--COXIMMS|152.0|7641.0|99662.0|581724.0|R$678.450,88|R$1.871,79|R$25,00|R$10,00|R$5,00|R$1.773.101,25|R$4.000.000,00|R$57.716.747,16
2470|14/03/2022|1.0|3.0|4.0|5.0|6.0|9.0|10.0|11.0|12.0|13.0|21.0|22.0|23.0|24.0|25.0|R$28.144.805,00|4.0|LEOPOLDINAMGJOAO PESSOAPBPORTO ALEGRERSUBARANASP|503.0|14722.0|188015.0|982968.0|R$1.078.029,66|R$1.301,99|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$58.245.709,13
2471|15/03/2022|2.0|3.0|4.0|5.0|8.0|9.0|14.0|17.0|18.0|19.0|20.0|21.0|23.0|24.0|25.0|R$16.448.092,50|0.0||208.0|7954.0|110427.0|605165.0|R$0,00|R$1.750,81|R$25,00|R$10,00|R$5,00|R$1.215.765,54|R$3.500.000,00|R$58.539.845,96
2472|16/03/2022|2.0|3.0|4.0|9.0|10.0|12.0|13.0|15.0|16.0|17.0|21.0|22.0|23.0|24.0|25.0|R$25.634.715,00|2.0|CAMPO GRANDEMSCAMPINASSP|293.0|12090.0|155339.0|874343.0|R$1.667.991,55|R$1.517,28|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$59.052.801,84
2473|17/03/2022|1.0|4.0|6.0|7.0|8.0|9.0|10.0|14.0|16.0|18.0|19.0|20.0|21.0|23.0|25.0|R$15.295.897,50|1.0|PONTA GROSSAPR|137.0|6291.0|83572.0|476926.0|R$1.411.865,61|R$2.160,85|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$59.394.382,24
2474|18/03/2022|1.0|2.0|5.0|6.0|8.0|9.0|11.0|14.0|15.0|17.0|19.0|20.0|23.0|24.0|25.0|R$18.341.362,50|8.0|ITABUNABACRATEUSCEBRASILIADFBELO HORIZONTEMGDOM BOSCOMGBOTUCATUSPPAULINIASPSAO PAULOSP|432.0|11662.0|120859.0|649316.0|R$173.831,14|R$964,24|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$59.730.829,62
2475|19/03/2022|1.0|3.0|4.0|5.0|6.0|7.0|11.0|13.0|15.0|16.0|18.0|19.0|22.0|24.0|25.0|R$16.723.977,50|2.0|CANAL ELETRONICO--|343.0|10854.0|118051.0|592461.0|R$615.342,40|R$1.074,74|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$60.028.575,95
2476|21/03/2022|1.0|6.0|9.0|10.0|11.0|12.0|13.0|15.0|16.0|17.0|18.0|21.0|22.0|23.0|24.0|R$16.988.917,50|0.0||153.0|5981.0|84381.0|533125.0|R$0,00|R$2.204,07|R$25,00|R$10,00|R$5,00|R$1.608.289,31|R$4.000.000,00|R$60.417.678,21
2477|22/03/2022|1.0|2.0|3.0|5.0|7.0|8.0|9.0|10.0|13.0|14.0|15.0|18.0|19.0|20.0|24.0|R$25.296.597,50|4.0|FORTALEZACEVILA VELHAESRIO DE JANEIRORJGUARULHOSSP|496.0|16120.0|181898.0|949748.0|R$835.568,35|R$1.047,16|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$60.837.190,49
2478|23/03/2022|1.0|5.0|7.0|8.0|10.0|11.0|12.0|14.0|15.0|16.0|21.0|22.0|23.0|24.0|25.0|R$17.434.667,50|1.0|CANAL ELETRONICO--|171.0|8826.0|103006.0|586972.0|R$1.463.603,53|R$1.794,65|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$61.191.288,13
