Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
2479|24/03/2022|2.0|3.0|4.0|5.0|7.0|11.0|12.0|14.0|17.0|19.0|20.0|21.0|23.0|24.0|25.0|R$15.228.982,50|1.0|PIRAQUARAPR|298.0|10454.0|117970.0|592362.0|R$954.324,30|R$959,25|R$25,00|R$10,00|R$5,00|R$2.117.642,53|R$4.000.000,00|R$61.422.173,05
2480|25/03/2022|1.0|2.0|5.0|6.0|7.0|9.0|10.0|12.0|13.0|14.0|15.0|16.0|17.0|21.0|24.0|R$27.223.747,50|3.0|CANAL ELETRONICO--ITAMARATI DE MINASMGBELEMPA|301.0|11673.0|150785.0|884469.0|R$1.643.232,57|R$1.686,82|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$62.008.017,88
2481|26/03/2022|2.0|3.0|5.0|6.0|7.0|9.0|10.0|13.0|14.0|15.0|17.0|18.0|20.0|21.0|25.0|R$15.804.677,50|1.0|PARAUNAGO|369.0|11198.0|124705.0|615039.0|R$976.123,59|R$792,37|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$62.244.176,83
2482|28/03/2022|3.0|5.0|6.0|7.0|9.0|11.0|12.0|13.0|14.0|16.0|17.0|20.0|21.0|24.0|25.0|R$17.066.817,50|0.0||261.0|9779.0|118436.0|625466.0|R$0,00|R$1.415,70|R$25,00|R$10,00|R$5,00|R$1.233.558,37|R$3.500.000,00|R$62.542.618,39
2483|29/03/2022|2.0|3.0|6.0|7.0|8.0|10.0|13.0|14.0|15.0|16.0|19.0|20.0|22.0|23.0|25.0|R$22.966.165,00|7.0|CALDAS NOVASGOINDIARAGOBELO HORIZONTEMGRIO DE JANEIRORJMACAMBIRASESAO PAULOSP|527.0|11486.0|140022.0|775352.0|R$448.508,18|R$1.083,34|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$63.003.747,16
2484|30/03/2022|4.0|5.0|6.0|8.0|10.0|11.0|12.0|14.0|15.0|17.0|19.0|21.0|22.0|23.0|25.0|R$17.812.817,50|1.0|SINOPMT|465.0|12987.0|130457.0|631656.0|R$1.273.499,82|R$820,35|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$63.311.851,97
2485|31/03/2022|1.0|2.0|3.0|8.0|10.0|12.0|14.0|15.0|17.0|18.0|20.0|21.0|23.0|24.0|25.0|R$15.633.510,00|2.0|CANAL ELETRONICO--CAMPO GRANDEMS|315.0|10750.0|116712.0|580777.0|R$528.909,63|R$1.005,89|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$63.567.776,00
2486|01/04/2022|1.0|2.0|4.0|5.0|8.0|9.0|10.0|11.0|12.0|18.0|19.0|20.0|23.0|24.0|25.0|R$19.293.692,50|4.0|CANAL ELETRONICO--FORMOSAGOUBERLANDIAMGMARQUES DE SOUZARS|693.0|15235.0|141150.0|702460.0|R$331.916,76|R$573,86|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$63.888.985,79
2487|02/04/2022|1.0|2.0|6.0|8.0|10.0|11.0|12.0|13.0|14.0|16.0|18.0|20.0|22.0|23.0|24.0|R$17.232.600,00|2.0|JOINVILLESCSAO PAULOSP|486.0|14643.0|121763.0|568546.0|R$660.525,67|R$814,21|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$64.208.594,99
2488|04/04/2022|1.0|2.0|4.0|5.0|6.0|7.0|9.0|11.0|12.0|13.0|16.0|20.0|21.0|22.0|24.0|R$18.428.875,00|0.0||276.0|9264.0|112527.0|597813.0|R$0,00|R$1.715,89|R$25,00|R$10,00|R$5,00|R$1.581.054,33|R$4.000.000,00|R$64.591.108,14
2489|05/04/2022|1.0|4.0|5.0|7.0|8.0|10.0|11.0|13.0|14.0|16.0|18.0|21.0|22.0|23.0|24.0|R$28.544.357,50|3.0|CANAL ELETRONICO--ARARAQUARASPTAUBATESP|517.0|16905.0|186537.0|975324.0|R$1.280.639,43|R$1.309,89|R$25,00|R$10,00|R$5,00|R$2.086.715,55|R$4.000.000,00|R$65.138.091,37
2490|06/04/2022|1.0|3.0|4.0|5.0|6.0|10.0|12.0|13.0|14.0|15.0|16.0|19.0|20.0|24.0|25.0|R$31.152.817,50|1.0|PALMASTO|516.0|15424.0|202967.0|1106072.0|R$4.888.510,20|R$1.400,55|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$65.721.798,59
2491|07/04/2022|1.0|2.0|3.0|4.0|5.0|6.0|9.0|11.0|14.0|17.0|18.0|19.0|21.0|22.0|24.0|R$18.198.982,50|0.0||208.0|7739.0|101942.0|583487.0|R$0,00|R$1.644,54|R$25,00|R$10,00|R$5,00|R$1.631.375,15|R$4.000.000,00|R$66.116.486,14
2492|08/04/2022|4.0|7.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|20.0|22.0|23.0|24.0|R$29.843.460,00|1.0|SAO PAULOSP|401.0|13863.0|189853.0|1088916.0|R$3.908.770,58|R$1.701,16|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$66.667.468,91
2493|09/04/2022|2.0|3.0|6.0|7.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|18.0|20.0|21.0|25.0|R$17.217.342,50|1.0|RECIFEPE|264.0|9716.0|115188.0|598842.0|R$1.334.431,94|R$1.514,07|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$66.990.315,36
2494|11/04/2022|1.0|2.0|4.0|5.0|6.0|8.0|9.0|10.0|12.0|13.0|16.0|18.0|23.0|24.0|25.0|R$19.323.702,50|1.0|CANAL ELETRONICO--|336.0|11600.0|139691.0|701862.0|R$1.380.382,58|R$1.230,59|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$67.324.278,90
2495|12/04/2022|3.0|5.0|9.0|10.0|12.0|13.0|14.0|15.0|16.0|17.0|18.0|19.0|21.0|24.0|25.0|R$17.442.937,50|0.0||230.0|9347.0|113966.0|643146.0|R$0,00|R$1.680,07|R$25,00|R$10,00|R$5,00|R$1.290.042,60|R$3.600.000,00|R$67.636.385,99
2496|13/04/2022|2.0|3.0|4.0|8.0|9.0|10.0|11.0|13.0|17.0|18.0|20.0|22.0|23.0|24.0|25.0|R$27.256.070,00|3.0|EPITACIOLANDIAACPASSOSMGMAIRIPORASP|755.0|20868.0|224302.0|1102380.0|R$941.973,09|R$609,34|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$68.007.969,06
2497|14/04/2022|2.0|6.0|7.0|8.0|9.0|11.0|12.0|14.0|15.0|18.0|19.0|20.0|22.0|23.0|25.0|R$17.963.570,00|2.0|JABOATAO DOS GUARARAPESPEMARILIASP|190.0|7481.0|101899.0|600007.0|R$777.111,20|R$1.715,19|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$68.383.990,62
2498|16/04/2022|1.0|2.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|17.0|18.0|19.0|20.0|22.0|25.0|R$17.318.635,00|2.0|CANAL ELETRONICO--RIO DE JANEIRORJ|208.0|7308.0|98992.0|555487.0|R$771.993,40|R$1.556,44|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$68.757.535,83
2499|18/04/2022|2.0|3.0|4.0|5.0|7.0|8.0|11.0|12.0|14.0|16.0|17.0|19.0|20.0|22.0|23.0|R$18.041.220,00|2.0|CANAL ELETRONICO--MIRASSOLSP|321.0|10002.0|113447.0|597428.0|R$748.478,32|R$1.396,87|R$25,00|R$10,00|R$5,00|R$2.265.269,37|R$4.000.000,00|R$69.119.702,78
2500|19/04/2022|3.0|4.0|5.0|6.0|9.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|19.0|21.0|25.0|R$28.370.377,50|2.0|CANAL ELETRONICO--PORECATUPR|388.0|15194.0|198967.0|1056911.0|R$2.303.044,56|R$1.556,14|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$69.607.373,56
2501|20/04/2022|1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|11.0|19.0|20.0|22.0|23.0|25.0|R$19.542.750,00|1.0|PASSA E FICARN|296.0|9069.0|113308.0|639155.0|R$1.699.631,72|R$1.719,95|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$70.018.574,79
2502|22/04/2022|2.0|3.0|4.0|5.0|9.0|11.0|12.0|13.0|15.0|18.0|20.0|21.0|23.0|24.0|25.0|R$20.680.665,00|3.0|CANAL ELETRONICO--RIO DE JANEIRORJNICOLAU VERGUEIRORS|287.0|12326.0|166219.0|840341.0|R$404.057,36|R$1.265,13|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$70.311.842,25
2503|23/04/2022|1.0|2.0|3.0|4.0|6.0|7.0|9.0|10.0|11.0|12.0|13.0|18.0|19.0|20.0|22.0|R$16.285.027,50|2.0|CANAL ELETRONICO--ANAPOLISGO|253.0|8772.0|106906.0|572862.0|R$630.795,01|R$1.493,65|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$70.617.065,64
2504|25/04/2022|3.0|5.0|7.0|8.0|12.0|13.0|14.0|15.0|16.0|17.0|20.0|21.0|22.0|23.0|24.0|R$18.398.965,00|1.0|CUIABAMT|280.0|11035.0|126656.0|673245.0|R$1.331.204,43|R$1.424,09|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$70.939.131,24
2505|26/04/2022|1.0|2.0|3.0|4.0|6.0|8.0|9.0|10.0|17.0|18.0|19.0|21.0|23.0|24.0|25.0|R$16.972.177,50|1.0|CANAL ELETRONICO--|191.0|7696.0|105675.0|585444.0|R$1.380.583,92|R$1.515,59|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$71.273.143,48
2506|27/04/2022|3.0|4.0|5.0|8.0|9.0|10.0|11.0|14.0|15.0|16.0|18.0|19.0|20.0|22.0|25.0|R$17.888.317,50|2.0|ROLANDIAPRRIO DE JANEIRORJ|312.0|10917.0|130230.0|655810.0|R$629.367,41|R$1.208,46|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$71.577.676,10
2507|28/04/2022|3.0|4.0|5.0|7.0|8.0|9.0|10.0|11.0|13.0|14.0|15.0|16.0|19.0|20.0|25.0|R$16.255.292,50|1.0|CARAGUATATUBASP|343.0|16467.0|120932.0|632473.0|R$982.276,23|R$857,81|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$71.815.323,60
2508|29/04/2022|1.0|2.0|5.0|6.0|7.0|10.0|11.0|12.0|14.0|15.0|17.0|18.0|19.0|20.0|21.0|R$19.180.410,00|3.0|CANAL ELETRONICO--APARECIDA DE GOIANIAGOANDRADINASP|326.0|10101.0|121535.0|644902.0|R$524.029,36|R$1.444,48|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$72.195.667,49
2509|30/04/2022|2.0|3.0|4.0|5.0|9.0|10.0|11.0|12.0|13.0|14.0|19.0|21.0|22.0|23.0|25.0|R$17.272.342,50|1.0|CANAL ELETRONICO--|243.0|9668.0|131822.0|680637.0|R$1.095.613,68|R$1.350,53|R$25,00|R$10,00|R$5,00|R$1.902.241,10|R$4.000.000,00|R$72.460.735,32
2510|02/05/2022|1.0|2.0|5.0|7.0|11.0|13.0|14.0|16.0|17.0|19.0|20.0|22.0|23.0|24.0|25.0|R$31.067.670,00|2.0|AVARESPCAJAMARSP|517.0|17628.0|207840.0|1116873.0|R$2.302.941,77|R$1.348,87|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$73.023.994,17
2511|03/05/2022|1.0|3.0|4.0|5.0|6.0|8.0|9.0|11.0|15.0|16.0|18.0|21.0|23.0|24.0|25.0|R$17.967.967,50|3.0|CURVELOMGRIO DE JANEIRORJSOROCABASP|329.0|12078.0|145488.0|656997.0|R$397.442,57|R$1.085,55|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$73.312.460,57
2512|04/05/2022|1.0|2.0|3.0|7.0|9.0|10.0|12.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|23.0|R$19.670.562,50|2.0|CAMPINA GRANDEPBARAUCARIAPR|289.0|11072.0|124417.0|657985.0|R$806.435,77|R$1.671,68|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$73.702.671,43
2513|05/05/2022|2.0|3.0|4.0|6.0|7.0|9.0|11.0|12.0|16.0|17.0|19.0|20.0|21.0|23.0|24.0|R$17.973.117,50|2.0|CANAL ELETRONICO--ELDORADOMS|321.0|9529.0|108440.0|564719.0|R$790.992,44|R$1.476,21|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$74.085.409,72
2514|06/05/2022|2.0|3.0|5.0|6.0|7.0|8.0|9.0|12.0|14.0|15.0|16.0|18.0|19.0|21.0|24.0|R$21.528.622,50|2.0|CAIEIRASSPSAO PAULOSP|503.0|13070.0|136301.0|698782.0|R$900.330,37|R$1.072,30|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$74.521.053,45
2515|07/05/2022|4.0|5.0|7.0|8.0|9.0|11.0|12.0|14.0|15.0|16.0|19.0|21.0|22.0|24.0|25.0|R$18.600.300,00|1.0|BRASILIADF|295.0|9878.0|112036.0|625738.0|R$1.548.177,85|R$1.571,99|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$74.895.612,61
2516|09/05/2022|1.0|2.0|3.0|5.0|7.0|8.0|10.0|11.0|14.0|15.0|16.0|17.0|21.0|22.0|24.0|R$19.935.762,50|2.0|MARECHAL CANDIDO RONDONPRFLORIANOPOLISSC|304.0|10217.0|119862.0|644700.0|R$860.319,95|R$1.695,39|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$75.311.896,47
2517|10/05/2022|1.0|2.0|3.0|5.0|6.0|9.0|10.0|12.0|14.0|15.0|16.0|20.0|21.0|23.0|24.0|R$18.611.550,00|2.0|CANAL ELETRONICO--FLORIANOPOLISSC|335.0|11045.0|131826.0|647876.0|R$701.852,20|R$1.255,11|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$75.651.502,38
2518|11/05/2022|1.0|2.0|4.0|5.0|6.0|8.0|11.0|13.0|14.0|15.0|20.0|22.0|23.0|24.0|25.0|R$19.959.262,50|1.0|EMBU DAS ARTESSP|283.0|9740.0|133435.0|691752.0|R$1.569.226,94|R$1.660,93|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$76.031.154,08
2519|12/05/2022|2.0|3.0|4.0|5.0|8.0|10.0|11.0|12.0|13.0|14.0|18.0|19.0|22.0|24.0|25.0|R$17.491.712,50|1.0|VITORINO FREIREMA|340.0|13249.0|152389.0|716492.0|R$930.965,75|R$820,17|R$25,00|R$10,00|R$5,00|R$2.154.928,96|R$4.500.000,00|R$76.256.387,74
2520|13/05/2022|1.0|2.0|4.0|5.0|6.0|7.0|8.0|10.0|14.0|15.0|16.0|18.0|23.0|24.0|25.0|R$34.112.182,50|3.0|CAMPO GRANDEMSTUCURUIPASAO PAULOSP|520.0|17125.0|212295.0|1129853.0|R$1.824.974,55|R$1.646,82|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$76.948.053,31
2521|14/05/2022|2.0|3.0|4.0|6.0|7.0|8.0|13.0|14.0|16.0|17.0|18.0|21.0|22.0|24.0|25.0|R$17.328.600,00|4.0|DOUTOR CAMARGOPRSAO JOSESCSAO JOSE DO RIO PRETOSPSAO VICENTESP|419.0|9668.0|107774.0|542873.0|R$377.378,53|R$1.079,13|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$77.313.258,34
2522|16/05/2022|1.0|2.0|3.0|5.0|9.0|10.0|12.0|13.0|15.0|16.0|18.0|19.0|21.0|22.0|25.0|R$19.143.682,50|4.0|AFONSO CUNHAMAPORTO ALEGRERSMAUASPSAO PAULOSP|366.0|11679.0|132708.0|696643.0|R$346.822,03|R$1.135,37|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$77.648.892,57
2523|17/05/2022|1.0|4.0|5.0|6.0|7.0|10.0|11.0|12.0|14.0|15.0|17.0|18.0|20.0|23.0|24.0|R$16.755.452,50|1.0|URUCUCABA|362.0|11187.0|115840.0|573274.0|R$1.284.224,95|R$1.062,63|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$77.959.592,16
2524|18/05/2022|1.0|2.0|3.0|5.0|6.0|7.0|12.0|14.0|15.0|16.0|19.0|20.0|23.0|24.0|25.0|R$17.707.567,50|1.0|RIO DE JANEIRORJ|297.0|10736.0|115470.0|619076.0|R$1.370.463,72|R$1.382,18|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$78.291.155,98
2525|19/05/2022|4.0|6.0|10.0|11.0|12.0|13.0|16.0|17.0|18.0|19.0|20.0|21.0|23.0|24.0|25.0|R$15.646.620,00|2.0|FOZ DO IGUACUPRRIO DE JANEIRORJ|148.0|5975.0|93525.0|487254.0|R$707.835,50|R$2.005,64|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$78.633.657,04
2526|20/05/2022|1.0|2.0|6.0|8.0|11.0|12.0|13.0|14.0|16.0|17.0|19.0|20.0|22.0|23.0|24.0|R$18.931.507,50|2.0|COCALZINHO DE GOIASGOGUARULHOSSP|184.0|7838.0|99572.0|581941.0|R$890.879,07|R$2.030,40|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$79.064.727,56
2527|21/05/2022|1.0|2.0|5.0|6.0|9.0|11.0|12.0|13.0|14.0|17.0|18.0|19.0|20.0|21.0|23.0|R$16.525.230,00|5.0|CANAL ELETRONICO--FOZ DO IGUACUPRCHAPECOSCSAO PAULOSP|168.0|7604.0|100739.0|570498.0|R$270.269,79|R$1.686,59|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$79.391.666,82
2528|23/05/2022|2.0|3.0|5.0|7.0|8.0|9.0|10.0|11.0|12.0|13.0|15.0|20.0|22.0|23.0|24.0|R$17.674.535,00|4.0|CANAL ELETRONICO--SETE LAGOASMGNOVA FRIBURGORJ|255.0|10698.0|133232.0|703398.0|R$276.148,88|R$1.297,52|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$79.658.907,68
2529|24/05/2022|3.0|5.0|6.0|8.0|9.0|11.0|12.0|13.0|14.0|16.0|18.0|21.0|22.0|24.0|25.0|R$15.575.512,50|2.0|CANAL ELETRONICO--PAULO AFONSOBA|240.0|9526.0|102530.0|549518.0|R$594.784,99|R$1.484,67|R$25,00|R$10,00|R$5,00|R$1.999.102,31|R$5.000.000,00|R$79.946.706,88
2530|25/05/2022|1.0|2.0|4.0|6.0|7.0|8.0|9.0|11.0|13.0|15.0|21.0|22.0|23.0|24.0|25.0|R$30.980.592,50|0.0||325.0|12998.0|179266.0|1018641.0|R$0,00|R$1.741,39|R$25,00|R$10,00|R$5,00|R$5.133.615,32|R$9.000.000,00|R$80.599.730,43
2531|26/05/2022|1.0|2.0|3.0|4.0|5.0|7.0|8.0|11.0|12.0|16.0|17.0|18.0|20.0|21.0|25.0|R$40.391.267,50|3.0|CANAL ELETRONICO--CABO FRIORJMOGI DAS CRUZESSP|381.0|16050.0|222511.0|1313658.0|R$2.914.103,29|R$1.985,99|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$81.472.801,72
2532|27/05/2022|1.0|2.0|3.0|4.0|6.0|9.0|10.0|12.0|13.0|14.0|16.0|17.0|18.0|22.0|25.0|R$18.189.592,50|1.0|BAURUSP|192.0|8196.0|102310.0|598280.0|R$1.590.952,14|R$1.737,43|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$81.857.709,50
2533|28/05/2022|4.0|7.0|8.0|10.0|11.0|12.0|15.0|16.0|17.0|18.0|19.0|22.0|23.0|24.0|25.0|R$16.451.815,00|0.0||270.0|7502.0|95717.0|554009.0|R$0,00|R$1.548,97|R$25,00|R$10,00|R$5,00|R$1.396.220,01|R$4.000.000,00|R$82.195.504,67
2534|30/05/2022|7.0|8.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|22.0|23.0|25.0|R$27.127.677,50|5.0|CAMACARIBAEUCLIDES DA CUNHABAVITORIAESCERQUILHOSPSANTOSSP|435.0|14904.0|184379.0|895885.0|R$718.802,08|R$1.513,38|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$82.727.228,17
2535|31/05/2022|5.0|6.0|7.0|8.0|11.0|12.0|13.0|14.0|15.0|16.0|18.0|20.0|22.0|24.0|25.0|R$17.401.572,50|0.0||235.0|8811.0|120388.0|643177.0|R$0,00|R$1.606,21|R$25,00|R$10,00|R$5,00|R$1.260.137,09|R$3.600.000,00|R$83.032.100,06
2536|01/06/2022|1.0|2.0|4.0|6.0|9.0|12.0|13.0|15.0|16.0|17.0|18.0|19.0|21.0|23.0|25.0|R$28.730.175,00|4.0|CANAL ELETRONICO--VICENTINAMSTUPANCIRETARSANALANDIASP|596.0|17049.0|182073.0|953909.0|R$905.060,62|R$1.186,14|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$83.603.093,31
2537|02/06/2022|2.0|4.0|5.0|6.0|7.0|9.0|10.0|12.0|14.0|16.0|18.0|19.0|22.0|23.0|24.0|R$17.322.815,00|3.0|BRASILIADFBELO HORIZONTEMGMINDURIMG|487.0|12060.0|121329.0|597083.0|R$435.336,04|R$803,28|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$83.919.063,02
2538|03/06/2022|1.0|2.0|4.0|5.0|6.0|8.0|9.0|13.0|14.0|16.0|17.0|21.0|22.0|24.0|25.0|R$20.588.707,50|1.0|BOTUCATUSP|249.0|9024.0|114493.0|651198.0|R$1.865.629,16|R$1.571,01|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$84.370.424,92
2539|04/06/2022|1.0|3.0|4.0|5.0|6.0|9.0|10.0|13.0|16.0|17.0|18.0|20.0|23.0|24.0|25.0|R$17.963.482,50|1.0|ITATINGASP|203.0|8227.0|112197.0|652723.0|R$1.387.024,79|R$1.432,65|R$25,00|R$10,00|R$5,00|R$2.737.509,93|R$5.000.000,00|R$84.705.995,45
2540|06/06/2022|1.0|3.0|5.0|6.0|7.0|8.0|11.0|12.0|14.0|18.0|20.0|21.0|22.0|23.0|24.0|R$34.797.697,50|3.0|CANAL ELETRONICO--BRASILIADFBELEMPA|529.0|18104.0|225843.0|1217493.0|R$1.968.602,86|R$1.544,83|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$85.366.057,68
2541|07/06/2022|2.0|4.0|7.0|8.0|11.0|12.0|13.0|14.0|16.0|17.0|18.0|19.0|20.0|22.0|25.0|R$18.520.615,00|1.0|SAO PAULOSP|244.0|8916.0|120307.0|680145.0|R$1.389.664,36|R$1.705,97|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$85.702.266,80
2542|08/06/2022|3.0|5.0|8.0|10.0|12.0|13.0|15.0|16.0|18.0|19.0|20.0|21.0|22.0|24.0|25.0|R$19.901.690,00|3.0|RETIROLANDIABABRASILIADFBLUMENAUSC|498.0|15100.0|156746.0|793408.0|R$392.825,35|R$708,83|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$85.987.381,99
2543|09/06/2022|3.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|14.0|17.0|18.0|19.0|20.0|24.0|25.0|R$17.528.700,00|4.0|TABIRAPETERESINAPINITEROIRJCARAPICUIBASP|250.0|9298.0|118273.0|648575.0|R$319.059,05|R$1.529,13|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$86.296.148,83
2544|10/06/2022|3.0|5.0|6.0|7.0|8.0|10.0|11.0|12.0|13.0|15.0|18.0|20.0|21.0|23.0|24.0|R$19.839.532,50|4.0|MANAUSAMIPATINGAMGITAPECERICAMGARARAQUARASP|399.0|15200.0|184223.0|777954.0|R$269.995,45|R$810,76|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$86.557.434,76
2545|11/06/2022|1.0|2.0|3.0|5.0|7.0|9.0|10.0|13.0|14.0|15.0|16.0|19.0|20.0|21.0|24.0|R$17.143.532,50|1.0|CANAL ELETRONICO--|278.0|10403.0|117398.0|610258.0|R$1.278.727,33|R$1.377,80|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$86.866.804,28
2546|13/06/2022|2.0|4.0|5.0|7.0|8.0|9.0|10.0|11.0|14.0|17.0|20.0|21.0|22.0|24.0|25.0|R$17.994.777,50|2.0|CUIABAMTVOTUPORANGASP|263.0|11692.0|128190.0|658698.0|R$636.470,99|R$1.449,79|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$87.174.774,12
2547|14/06/2022|1.0|2.0|5.0|9.0|10.0|12.0|15.0|16.0|18.0|19.0|21.0|22.0|23.0|24.0|25.0|R$16.886.357,50|0.0||233.0|9712.0|106895.0|590585.0|R$0,00|R$1.704,81|R$25,00|R$10,00|R$5,00|R$1.326.113,46|R$4.000.000,00|R$87.495.608,04
2548|15/06/2022|1.0|2.0|3.0|4.0|5.0|8.0|9.0|11.0|13.0|15.0|16.0|18.0|19.0|23.0|25.0|R$28.394.940,00|1.0|CANOINHASSC|562.0|17264.0|210419.0|1075136.0|R$3.234.731,10|R$1.017,27|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$87.957.370,38
2549|17/06/2022|1.0|2.0|4.0|5.0|6.0|7.0|9.0|11.0|16.0|17.0|19.0|21.0|22.0|24.0|25.0|R$21.017.282,50|1.0|CANAL ELETRONICO--|297.0|11731.0|127278.0|679676.0|R$1.799.605,72|R$1.814,99|R$25,00|R$10,00|R$5,00|R$2.017.800,71|R$5.000.000,00|R$88.392.758,87
2550|18/06/2022|1.0|2.0|6.0|7.0|9.0|10.0|12.0|13.0|17.0|18.0|20.0|21.0|23.0|24.0|25.0|R$26.331.160,00|3.0|LAURO DE FREITASBABELEMPASAO PAULOSP|433.0|15580.0|175272.0|927859.0|R$1.450.951,44|R$1.390,98|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$88.879.228,38
2551|20/06/2022|1.0|2.0|6.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|18.0|20.0|21.0|22.0|25.0|R$19.112.582,50|2.0|MADRE DE DEUS DE MINASMGSOROCABASP|315.0|11224.0|120832.0|629634.0|R$791.662,55|R$1.505,61|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$89.262.290,91
2552|21/06/2022|1.0|3.0|4.0|5.0|9.0|10.0|12.0|13.0|14.0|15.0|17.0|18.0|21.0|24.0|25.0|R$16.754.542,50|1.0|ARAPUTANGAMT|247.0|10116.0|115271.0|628659.0|R$1.177.958,10|R$1.428,52|R$25,00|R$10,00|R$5,00|R$0,00|R$1.500.000,00|R$89.547.280,79
